recency,history,used_discount,used_bogo,is_referral,channel,offer,score
7,123.65,1,0,0,Web,No Offer,0.9497168688402262
1,820.36,0,1,1,Multichannel,Buy One Get One,2.391324446205836
11,138.99,0,1,1,Phone,No Offer,1.2473463201900177
2,563.48,0,1,1,Phone,Discount,0.30064916903466143
6,99.5,0,1,1,Web,Discount,0.7393279885074402
4,65.96,1,0,1,Phone,No Offer,0.9801828362377584
6,168.64,1,0,0,Phone,No Offer,1.7466018479762357
5,564.59,1,1,1,Web,Discount,0.7879978071882203
4,216.89,0,1,1,Web,Buy One Get One,0.3714946076727247
10,65.29,1,0,0,Web,No Offer,1.0616189655351869
4,308.01,1,1,1,Multichannel,Discount,0.5030219664349045
10,194.05,1,0,0,Phone,Buy One Get One,1.1942145724181632
11,93.87,0,1,0,Web,Buy One Get One,1.2373215971976603
1,426.7,0,1,1,Web,Buy One Get One,0.866417866954515
7,128.2,0,1,1,Phone,Discount,0.8233221009474943
2,326.12,0,1,0,Web,No Offer,1.2604189234891916
11,114.03,1,0,0,Web,No Offer,2.55089230914568
1,131.45,0,1,0,Phone,No Offer,0.9663994649311534
3,175.02,0,1,0,Phone,No Offer,2.427649066301249
1,51.58,0,1,0,Web,No Offer,0.9495789006973768
1,348.96,0,1,1,Phone,Buy One Get One,0.35509244911151505
4,178.38,1,0,0,Web,Buy One Get One,0.5701571953544968
1,86.36,1,0,1,Web,No Offer,1.1892654886529022
6,52.04,0,1,1,Web,Discount,1.2091202320300511
8,183.27,1,0,0,Web,Buy One Get One,1.7896037221341436
11,230.08,0,1,0,Multichannel,No Offer,0.6887021551326284
10,31.06,1,0,0,Phone,Discount,0.566420361100967
9,334.57,0,1,0,Multichannel,Discount,1.0495826286258394
5,267.12,1,0,0,Web,No Offer,0.7233197315656759
7,92.13,1,0,1,Phone,Discount,0.565336222234371
4,114.9,0,1,0,Web,Discount,0.9873647441408656
7,216.05,1,0,0,Phone,Buy One Get One,1.6590722359324312
4,1013.73,1,1,1,Phone,No Offer,1.278211690149892
7,108.98,1,0,1,Phone,Buy One Get One,0.7824718783713316
1,70.43,1,0,1,Phone,Buy One Get One,1.2304302179722109
11,202.78,0,1,1,Web,No Offer,1.036238287744666
1,109.6,1,0,0,Phone,No Offer,0.97055217613081
10,84.35,0,1,0,Web,No Offer,0.7347656808539109
4,328.93,1,1,0,Phone,No Offer,1.2073648481919823
9,45.76,0,1,1,Web,Discount,1.146909037685242
9,198.68,1,0,1,Web,Discount,0.9558643446686454
10,95.56,1,0,1,Web,Discount,1.33369446635602
10,188.27,0,1,0,Web,Buy One Get One,2.4288029919401386
10,249.3,0,1,1,Web,Discount,0.7410285411842246
2,801.67,1,1,1,Multichannel,Discount,1.4374211233838867
1,528.6,1,0,1,Multichannel,No Offer,0.2765418945995676
5,85.55,0,1,1,Web,No Offer,0.8427598878351779
12,107.15,1,0,0,Web,Buy One Get One,1.940605496751027
4,66.43,0,1,1,Web,Buy One Get One,2.395040103999496
7,29.99,1,0,0,Phone,No Offer,0.6679550773966183
12,68.68,0,1,1,Phone,No Offer,0.9072923307089836
9,86.4,0,1,0,Phone,Buy One Get One,0.3574980186569932
4,604.05,1,0,1,Phone,Buy One Get One,0.8336102446717008
1,358.16,0,1,0,Web,Discount,1.8074068259529072
12,40.14,1,0,1,Phone,No Offer,1.2310453925795308
1,305.28,0,1,1,Phone,Discount,0.26099382712051056
5,220.73,1,0,0,Web,Buy One Get One,2.116238989185975
4,382.75,1,0,0,Multichannel,Buy One Get One,0.9455591513113534
8,737.8,1,1,1,Multichannel,Buy One Get One,1.2519204488172162
9,190.21,0,1,0,Phone,No Offer,0.6282660917092522
10,498.13,1,0,1,Multichannel,Buy One Get One,0.9137126602314278
4,433.29,1,0,0,Multichannel,Discount,1.8277132612550135
4,578.19,1,1,1,Phone,Discount,1.8466465913464238
1,72.44,1,0,1,Phone,Buy One Get One,1.0859407913354389
4,231.09,1,0,1,Web,No Offer,0.15915438655916336
1,29.99,1,0,0,Phone,No Offer,1.2117930906755676
5,534.8,0,1,1,Phone,No Offer,0.7804279963440597
10,228.89,1,0,1,Web,Buy One Get One,1.6144574178454163
4,35.82,1,0,1,Web,Buy One Get One,1.496278487672947
3,67.52,1,0,0,Phone,Buy One Get One,2.25785712052636
2,108.0,0,1,0,Phone,Buy One Get One,1.4648881096702009
4,124.52,1,0,1,Phone,No Offer,0.0012255712210732515
9,225.11,0,1,0,Phone,No Offer,0.7201475309233609
1,78.99,0,1,1,Phone,No Offer,0.6303852817979321
3,232.62,1,0,0,Web,No Offer,1.9041313096648331
7,316.41,1,1,1,Multichannel,No Offer,2.1117249341514945
2,29.99,1,0,1,Phone,Buy One Get One,0.546727162143206
4,173.74,1,0,0,Phone,Discount,1.5231098380770338
3,115.25,0,1,0,Web,Discount,0.902093504518758
1,29.99,0,1,0,Phone,Discount,0.8532943392266329
1,108.0,0,1,1,Web,No Offer,0.3931515976399269
6,258.57,0,1,1,Phone,Buy One Get One,0.5348729283482249
4,29.99,0,1,0,Web,Discount,0.5775882100594115
11,103.28,1,0,0,Web,Discount,1.3786862292534092
10,135.9,1,0,1,Web,No Offer,1.5522846674331006
3,284.67,1,0,0,Web,Discount,0.6130525679918506
2,56.34,0,1,0,Web,No Offer,1.8391779161110908
5,129.38,0,1,1,Phone,Buy One Get One,0.6212406416673355
4,82.16,1,0,1,Web,Discount,1.5941342391165236
6,29.99,1,0,0,Phone,Discount,0.2965245892861008
5,104.04,1,0,1,Phone,No Offer,1.3811666630625434
2,104.61,1,0,1,Web,Discount,1.0134555953062363
1,182.11,1,0,0,Phone,Buy One Get One,0.9766678789557968
1,841.12,1,0,1,Phone,Discount,2.0770102172213525
6,508.58,0,1,1,Multichannel,Buy One Get One,1.7058652496347102
1,837.03,1,1,1,Web,No Offer,1.1448649597687657
2,84.08,1,0,0,Phone,Buy One Get One,0.9771086392774284
6,559.75,0,1,1,Multichannel,Buy One Get One,0.9806058122066676
1,849.82,1,0,1,Web,Discount,1.0318421068906656
10,350.87,1,0,0,Phone,Buy One Get One,0.7168643437545688
9,81.76,0,1,1,Phone,Buy One Get One,0.9925462189707522
1,96.92,1,0,0,Phone,No Offer,0.8698158224773624
3,455.44,0,1,0,Phone,Discount,0.7415165041520904
4,553.47,0,1,1,Web,Discount,2.054494043652866
9,29.99,0,1,1,Phone,Discount,1.020338706964122
5,254.83,1,0,0,Web,Buy One Get One,0.7742688471526055
2,47.65,0,1,1,Web,Buy One Get One,0.8443553115997655
1,29.99,1,0,1,Web,Buy One Get One,1.5727844994344131
2,187.58,0,1,0,Web,Buy One Get One,1.4999330096892267
7,63.07,0,1,1,Phone,No Offer,0.7495016286718934
1,102.94,1,0,0,Web,Buy One Get One,0.8991025078768681
10,488.79,0,1,0,Phone,Buy One Get One,0.7861501871918237
6,208.27,0,1,0,Multichannel,Discount,0.9374502942558748
10,178.95,0,1,0,Phone,Discount,0.7222188255106784
1,189.81,1,0,0,Phone,Buy One Get One,1.1928457541335449
3,29.99,0,1,1,Phone,Buy One Get One,1.7813301225327818
2,267.14,1,1,1,Web,No Offer,0.8486905357705402
3,195.57,0,1,0,Phone,Discount,0.8417221204065669
2,426.52,0,1,0,Web,Buy One Get One,2.4187211658620686
3,47.07,1,0,1,Web,Discount,0.4360461215382587
1,356.66,0,1,1,Multichannel,No Offer,0.7134963731637679
2,129.1,0,1,0,Web,No Offer,1.5081883011169197
1,400.95,1,0,0,Phone,Discount,1.8735907877504083
2,601.93,1,0,1,Web,Buy One Get One,1.2717940468189128
2,126.41,1,0,1,Phone,Buy One Get One,0.3814549812880843
10,111.99,1,0,1,Phone,Buy One Get One,1.2390255413487403
7,264.97,1,1,1,Multichannel,No Offer,0.6721905005120996
12,230.22,0,1,1,Web,No Offer,0.7950572612255762
12,100.3,0,1,0,Phone,Discount,1.2273152669791056
8,393.64,0,1,1,Web,No Offer,1.3684577413915062
10,43.96,1,0,1,Web,Buy One Get One,0.2767621519526744
7,397.88,1,0,0,Phone,Discount,0.8594097087644544
1,189.69,0,1,1,Web,No Offer,1.4585324776020687
10,116.91,0,1,1,Web,Buy One Get One,1.4517069876982251
7,281.79,0,1,1,Phone,Buy One Get One,2.3154053144627182
1,88.04,0,1,0,Phone,No Offer,1.3913169680056374
10,157.33,0,1,1,Web,Buy One Get One,1.969427957567147
2,29.99,0,1,0,Web,Buy One Get One,1.970752825717328
3,29.99,0,1,1,Phone,No Offer,1.9216222967639875
5,75.76,1,0,0,Web,No Offer,1.3910917999263377
1,515.08,0,1,1,Multichannel,Discount,0.6828497388709978
4,741.47,1,0,1,Phone,Discount,0.8313417019718001
1,1962.9,0,1,1,Web,Discount,1.2554052037000458
3,230.71,1,0,0,Web,No Offer,0.7599208533477042
2,114.24,1,0,1,Web,Discount,0.4882055224989338
3,323.51,0,1,1,Multichannel,No Offer,1.2670436288539986
1,314.05,1,0,0,Web,No Offer,1.399053953149255
10,58.89,0,1,1,Phone,Buy One Get One,-0.1706200587298672
1,29.99,1,0,1,Web,Discount,0.3329583356415511
4,242.2,0,1,1,Web,No Offer,0.7138521459461684
3,205.93,0,1,0,Phone,Discount,1.9953833980590845
10,39.76,0,1,0,Phone,Discount,1.4237768117784375
8,286.11,0,1,0,Multichannel,No Offer,0.6410500243781019
9,92.71,1,0,0,Phone,Discount,1.0517421103973117
1,439.08,0,1,1,Phone,Buy One Get One,1.2510813100848908
10,576.8,1,0,1,Multichannel,Discount,1.2097408224121398
9,174.93,0,1,1,Web,No Offer,1.0727732927423328
2,214.52,1,0,0,Web,Discount,1.2195595952712055
4,724.21,1,0,1,Phone,Discount,0.8585488094335646
2,29.99,0,1,1,Web,No Offer,1.4366834357413718
7,212.23,0,1,1,Web,Buy One Get One,1.8788425057891232
4,121.9,0,1,1,Web,Discount,0.8859017184422259
12,91.6,0,1,0,Phone,Discount,2.1099104058669296
6,621.76,0,1,1,Multichannel,No Offer,2.2651696558480086
4,261.27,1,0,0,Phone,Discount,0.6110253137567236
7,1194.15,0,1,1,Multichannel,Discount,0.666262069549438
1,115.67,1,0,0,Phone,No Offer,1.2935732690461812
10,44.08,0,1,0,Phone,Buy One Get One,0.8488291034821377
6,85.71,0,1,0,Web,No Offer,1.1442147483927692
3,807.87,0,1,1,Multichannel,Buy One Get One,2.683435895059732
1,731.4,1,0,1,Multichannel,Discount,1.3080663042423502
4,189.52,1,0,1,Phone,Buy One Get One,0.4104092031530373
6,737.15,1,0,1,Multichannel,Buy One Get One,0.5868213476087838
3,31.11,0,1,0,Web,No Offer,2.3972038448260475
11,188.96,1,0,0,Web,No Offer,1.0273991494802683
8,516.13,0,1,1,Multichannel,Buy One Get One,0.7268703353463002
1,344.04,0,1,0,Web,No Offer,0.24838965946982686
4,33.09,0,1,1,Web,Buy One Get One,1.631067880145637
1,576.29,0,1,1,Phone,No Offer,0.2540313345374774
2,728.66,1,1,1,Web,No Offer,2.1609056525654657
11,83.1,1,0,0,Phone,Buy One Get One,0.6060869102575464
3,206.68,1,1,1,Phone,Buy One Get One,0.6867857831201458
2,182.75,1,0,0,Web,Buy One Get One,1.0245237080210623
1,464.39,0,1,0,Multichannel,Discount,1.1217745064606592
8,50.47,1,0,1,Web,Discount,2.564862142981478
8,29.99,0,1,1,Phone,Discount,0.4921276086804386
12,154.92,1,0,0,Phone,Buy One Get One,0.7711424146332575
6,29.99,0,1,0,Web,No Offer,0.8584363239558421
10,148.2,1,0,0,Web,Buy One Get One,1.4842619368526848
10,99.86,1,0,0,Phone,Buy One Get One,0.3116221322835613
7,455.3,1,0,1,Phone,Buy One Get One,2.2883001587045104
1,261.6,0,1,0,Web,No Offer,1.2020961658545155
5,364.33,1,0,0,Phone,Discount,0.8290700374258803
1,705.85,1,1,1,Web,Buy One Get One,1.4495712524292763
8,46.22,1,0,0,Web,No Offer,0.8003822842935417
4,29.99,0,1,1,Phone,Buy One Get One,1.9740150642308458
5,64.54,0,1,1,Web,Discount,1.7878035331204876
11,159.59,1,0,0,Phone,Discount,1.7064264830281552
3,465.75,0,1,1,Multichannel,Discount,1.673323539292909
1,239.43,1,0,0,Phone,Buy One Get One,0.8480818531131212
9,29.99,1,0,0,Web,Buy One Get One,1.1209483749739662
5,380.86,1,1,0,Multichannel,No Offer,1.280284199482394
3,190.76,1,0,1,Phone,Discount,0.7842612681097131
10,158.42,0,1,0,Phone,Buy One Get One,1.3758843452012273
6,140.17,1,0,0,Phone,No Offer,0.9357060819550314
8,50.83,0,1,1,Phone,No Offer,1.3672329548451607
12,79.51,0,1,1,Phone,Discount,1.2077465854211007
5,49.02,0,1,0,Phone,Discount,0.6438323643454518
4,229.27,1,0,0,Web,No Offer,1.6086307415708971
1,270.03,1,1,0,Web,Discount,2.399921018377257
9,29.99,1,0,1,Phone,No Offer,0.7114986307580393
9,29.99,0,1,1,Web,Buy One Get One,0.7604148726969345
7,83.64,0,1,1,Web,Discount,1.4635281453732911
10,254.61,0,1,0,Phone,No Offer,0.9703115256655122
7,923.48,1,1,1,Multichannel,Buy One Get One,1.7072719366992748
11,29.99,0,1,1,Phone,Buy One Get One,0.8207278010530361
9,41.67,0,1,0,Phone,Discount,1.263809159522951
11,120.47,1,0,1,Phone,Discount,0.41151178094027663
10,29.99,0,1,0,Phone,Discount,0.4141990667613139
5,234.42,0,1,0,Web,Discount,1.6678380954300531
6,354.37,0,1,0,Web,Buy One Get One,1.2972594794851764
5,218.28,0,1,1,Multichannel,Buy One Get One,1.1444491532392738
4,356.59,1,0,0,Phone,Discount,0.9724419756484344
10,29.99,1,0,0,Web,No Offer,1.3471356711548272
9,258.44,1,1,1,Web,Buy One Get One,0.788267157048629
7,33.61,1,0,1,Phone,No Offer,0.8200777198023208
1,277.94,1,0,1,Multichannel,No Offer,1.3439726077625531
1,376.0,0,1,1,Web,Buy One Get One,0.8850945631503955
6,382.53,1,0,0,Phone,Discount,0.9550219266612684
3,250.17,1,0,0,Phone,Discount,1.0559343287172915
9,90.16,0,1,1,Web,No Offer,1.4246148837304904
2,230.45,0,1,0,Web,No Offer,0.8562830300968685
9,57.88,1,0,1,Phone,No Offer,0.5290297596271601
5,200.96,1,0,1,Web,No Offer,1.9145763997410292
9,135.36,1,0,1,Phone,No Offer,1.7561012079188076
2,29.99,1,0,0,Phone,No Offer,1.4936993340771465
10,29.99,0,1,1,Phone,Discount,1.1511114669540612
12,29.99,0,1,0,Phone,Discount,1.8335848826155288
2,165.06,1,0,0,Web,Buy One Get One,0.6527270531944058
7,291.55,1,0,0,Web,No Offer,1.8536244455863229
10,32.39,1,0,0,Web,Discount,0.4533991110068414
11,29.99,1,0,1,Phone,No Offer,0.4464884901993392
1,305.95,1,0,0,Multichannel,Buy One Get One,1.3136369080714223
1,155.38,0,1,1,Phone,No Offer,0.8733386744256828
10,300.37,0,1,0,Multichannel,No Offer,0.7050593269156582
2,537.37,0,1,1,Multichannel,Discount,2.3462168525340523
11,140.52,1,0,1,Phone,No Offer,0.9820472169547056
11,29.99,1,0,1,Phone,Buy One Get One,0.8644851639794164
1,349.83,1,1,0,Web,Discount,1.8978424862593624
11,73.87,1,0,0,Phone,No Offer,0.6579089335979883
5,102.82,0,1,0,Phone,No Offer,0.5433523214464131
2,164.99,0,1,1,Phone,No Offer,1.5230842511813196
11,516.81,1,0,1,Web,Buy One Get One,0.7036050822611204
10,212.12,1,1,1,Web,Discount,0.4735702039622231
9,81.57,1,0,0,Phone,No Offer,0.7796285736877219
10,404.62,1,0,0,Multichannel,Buy One Get One,0.5178874979419996
10,169.63,0,1,0,Phone,No Offer,1.3163923024451585
3,83.13,1,0,1,Web,No Offer,0.8520297896236295
9,41.84,0,1,1,Phone,Discount,1.2456108631930618
4,62.46,1,0,1,Phone,Discount,1.7888828630304563
9,137.92,1,0,0,Phone,Discount,1.386408722994933
2,67.18,0,1,1,Web,Discount,1.425347985857965
12,243.51,0,1,0,Phone,Discount,1.6734411982281625
1,723.38,1,1,1,Phone,Discount,1.8815792411754484
1,360.75,1,0,1,Web,Buy One Get One,2.5518244840024207
1,330.75,1,0,1,Web,Discount,0.968315814575162
9,148.03,1,0,1,Web,Buy One Get One,1.3616841516082157
12,29.99,1,0,0,Phone,Buy One Get One,1.205554718539595
9,68.77,0,1,1,Phone,Discount,0.9844070979697216
6,228.39,1,0,1,Phone,No Offer,1.1627039729667772
11,138.92,1,0,1,Web,Discount,0.9023994117743984
1,401.47,1,0,1,Web,No Offer,0.7098027034146719
8,110.42,1,0,1,Web,Discount,1.007820804238696
11,29.99,1,0,1,Web,Buy One Get One,0.4427393567066005
9,73.02,1,0,0,Phone,No Offer,1.5161722560389264
1,525.73,1,1,1,Phone,Buy One Get One,1.811962001191298
2,29.99,0,1,1,Phone,No Offer,0.6940124154868906
7,515.6,0,1,1,Web,Buy One Get One,1.4324412607361057
10,223.65,0,1,1,Phone,Discount,1.2726156466024894
10,171.41,0,1,0,Phone,Discount,1.1329921706083914
11,29.99,1,0,1,Phone,Buy One Get One,0.6771339859115727
1,133.32,1,0,0,Web,Buy One Get One,1.3794223231195102
7,93.27,0,1,0,Web,Buy One Get One,1.7571347236716672
8,473.68,1,0,1,Web,Buy One Get One,0.8718737434271271
9,29.99,1,0,1,Web,No Offer,0.6386058247821289
6,320.66,0,1,1,Phone,Discount,0.18400202223208595
4,67.91,0,1,0,Phone,Buy One Get One,1.0985583529094602
4,104.86,1,0,0,Web,No Offer,1.4846104108800404
10,442.12,0,1,0,Phone,Discount,0.4613976674978196
12,101.23,1,0,0,Web,No Offer,1.056561768351438
8,29.99,0,1,0,Web,Discount,1.299275756751248
12,29.99,1,0,0,Phone,Discount,2.078999595922113
4,58.07,1,0,0,Web,Discount,1.8204380555105515
3,181.31,0,1,1,Web,Discount,1.1887765205192649
11,42.07,1,0,1,Web,Buy One Get One,1.3297372241775345
12,29.99,0,1,1,Web,Buy One Get One,0.5025013861656065
1,74.76,0,1,0,Phone,Discount,1.6758504856493934
3,523.81,1,0,1,Multichannel,Discount,0.16295194392367796
8,187.69,1,0,0,Web,Buy One Get One,1.0677824745351705
4,67.46,0,1,0,Web,Discount,0.837065348438673
7,129.31,1,0,0,Phone,No Offer,1.0304943259761987
3,57.33,0,1,0,Web,Buy One Get One,2.396502053287522
3,57.72,0,1,1,Web,Discount,1.8286695224630785
6,83.59,0,1,1,Web,No Offer,1.9802621296404903
10,111.03,0,1,1,Phone,Buy One Get One,1.681438858777491
6,117.68,0,1,1,Phone,No Offer,1.3741178289218945
8,29.99,1,0,1,Phone,No Offer,1.0505922158949577
7,310.07,0,1,0,Multichannel,Discount,0.5114297015405626
6,162.3,0,1,0,Web,Buy One Get One,0.7422042655261325
8,34.77,0,1,0,Web,Discount,1.2343800598879513
6,141.27,1,0,1,Web,Discount,0.8097823083645846
1,633.46,1,1,1,Multichannel,Discount,2.3168745561806623
7,115.11,1,0,1,Web,Buy One Get One,1.4330526167950377
9,385.18,1,0,0,Phone,Discount,0.9910693598777692
7,534.24,0,1,1,Phone,No Offer,1.7408602506567774
10,29.99,1,0,0,Phone,Discount,1.4885616288249837
3,592.35,0,1,1,Multichannel,Discount,1.4972299657134165
10,29.99,1,0,0,Phone,Buy One Get One,1.4545485920149992
3,185.45,0,1,0,Phone,Discount,0.9439522060397356
8,640.69,1,1,1,Multichannel,No Offer,1.6712141285308777
11,29.99,1,0,0,Web,Buy One Get One,0.8990810888948371
11,225.36,0,1,0,Web,Buy One Get One,1.050812050702648
2,493.17,0,1,0,Web,Buy One Get One,0.7106241922216319
6,54.86,1,0,1,Phone,No Offer,2.2259294221695307
9,34.05,1,0,0,Phone,No Offer,0.8317596944211509
10,342.95,0,1,0,Phone,No Offer,0.9091618729809016
3,33.12,1,0,0,Web,Buy One Get One,1.0275933116773897
10,63.56,0,1,1,Web,No Offer,1.0144887629899733
1,38.41,1,0,1,Web,No Offer,0.8792872313755429
5,29.99,1,0,1,Web,Discount,0.1469225067030594
5,103.74,0,1,1,Web,Buy One Get One,2.2116621809810546
8,64.01,1,0,1,Phone,No Offer,0.955523041247494
6,426.8,1,0,1,Phone,No Offer,1.4730867727799808
10,264.47,1,0,1,Phone,No Offer,0.4965284556540189
10,159.5,1,0,1,Phone,No Offer,0.7752537785925961
7,55.47,0,1,1,Web,Discount,0.7497117589574067
12,90.15,1,0,0,Web,Discount,1.852498508904911
3,54.26,0,1,0,Web,Buy One Get One,1.0538800510847288
2,170.59,0,1,0,Phone,Discount,0.9888716162430063
7,219.46,0,1,0,Multichannel,No Offer,0.9996894594553036
3,583.97,1,1,1,Phone,Buy One Get One,2.106306699909782
2,97.74,0,1,0,Phone,No Offer,0.3540550974197845
11,267.55,1,1,1,Multichannel,Discount,1.053908372559759
12,293.57,1,0,0,Multichannel,No Offer,0.9955646276564488
1,1170.85,1,1,1,Web,No Offer,1.3355478885485808
7,929.75,1,1,1,Phone,Buy One Get One,0.8964874571087107
8,141.06,0,1,0,Web,No Offer,0.4258720757234118
10,222.07,1,1,0,Web,No Offer,0.2985753651613312
11,392.35,1,0,0,Phone,Buy One Get One,1.0982205573701418
1,29.99,1,0,0,Phone,Discount,0.9988484335098168
3,296.81,1,1,0,Multichannel,Buy One Get One,1.2868599327606016
1,223.54,1,1,1,Phone,Buy One Get One,1.4494567242076126
1,750.69,0,1,1,Web,Buy One Get One,2.00757214148545
1,107.89,1,0,1,Web,Discount,0.6808972397714125
11,30.29,1,0,0,Web,No Offer,1.2325533322975557
1,138.14,0,1,1,Phone,Buy One Get One,1.178168448743171
6,29.99,0,1,0,Web,No Offer,1.0592014370132878
1,656.49,1,0,1,Phone,Discount,0.7700957270164692
10,169.92,0,1,1,Phone,No Offer,0.8644945359914608
5,378.78,1,0,1,Multichannel,Buy One Get One,2.1261832612421943
4,29.99,0,1,0,Web,Discount,1.681005258892751
8,342.6,0,1,0,Web,Discount,1.0077805135245206
7,69.19,1,0,1,Web,Buy One Get One,0.4376907329030991
1,505.9,1,1,1,Multichannel,Buy One Get One,1.7891904462490382
3,112.82,1,0,0,Web,No Offer,1.103606401079858
4,413.46,0,1,0,Phone,Buy One Get One,2.1181676134742893
12,240.76,0,1,0,Phone,Discount,1.1140560619208566
2,61.01,0,1,0,Web,Buy One Get One,0.7824196188055674
8,186.18,1,0,0,Web,Buy One Get One,1.42745293025017
10,108.75,0,1,0,Phone,No Offer,1.2976272435109746
10,107.82,0,1,1,Web,Buy One Get One,2.4718047871484403
1,62.1,1,0,0,Web,No Offer,1.732169765791676
3,104.71,0,1,1,Phone,No Offer,0.6774508016621225
10,218.12,1,0,0,Web,Discount,1.6211395311946355
10,100.02,0,1,0,Phone,Discount,1.2839350322929064
5,29.99,1,0,0,Phone,Buy One Get One,0.627690207041409
2,106.5,1,0,1,Phone,Buy One Get One,0.5187382063315911
11,45.83,0,1,0,Web,Discount,1.3630021509532515
10,455.85,1,1,1,Multichannel,No Offer,0.22723440184812985
1,58.85,0,1,0,Phone,Buy One Get One,1.5447597272326288
2,443.12,1,0,0,Phone,Discount,1.6623224779716514
2,411.93,0,1,0,Phone,Discount,1.2868991397098846
5,419.22,1,1,0,Web,Discount,0.16698639693177394
3,29.99,1,0,1,Web,No Offer,1.0824806742008792
9,232.49,1,0,1,Multichannel,Buy One Get One,1.126455046609559
1,545.15,0,1,1,Multichannel,Buy One Get One,1.8125133368017858
10,300.41,0,1,0,Web,Discount,0.5248004363777372
3,29.99,0,1,1,Phone,Buy One Get One,0.5090664614757013
7,280.19,1,0,1,Multichannel,Buy One Get One,0.65285322032911
2,212.57,0,1,0,Web,Discount,1.113495239065676
3,29.99,1,0,1,Phone,Discount,1.1648724161527857
10,595.12,0,1,1,Phone,Buy One Get One,1.6980289270723885
8,144.8,1,0,0,Web,Discount,1.4825225614593192
5,37.01,1,0,1,Phone,Buy One Get One,1.0752271719886968
5,167.29,1,0,0,Web,Discount,-0.2330308686894744
2,202.29,0,1,0,Phone,Discount,0.7968167262565238
5,72.94,0,1,1,Phone,Buy One Get One,1.356504520159896
7,96.43,0,1,0,Phone,Buy One Get One,0.8653736517151176
1,588.43,0,1,1,Multichannel,Discount,1.001513228155091
6,221.65,1,0,1,Phone,Discount,0.8425847200073016
1,89.77,1,0,0,Web,Buy One Get One,0.3320728980804541
3,133.03,0,1,1,Phone,No Offer,1.289729206887227
8,173.73,1,0,0,Phone,No Offer,0.6168414828888995
5,107.56,1,0,0,Phone,No Offer,1.3003990035014064
7,331.1,0,1,1,Web,Discount,0.9964665760459044
1,439.93,1,1,1,Multichannel,No Offer,0.8707788012139319
9,314.56,1,0,0,Web,Buy One Get One,1.0882665273323144
9,175.6,0,1,0,Web,Discount,0.9012406293573628
3,401.41,1,1,0,Multichannel,Discount,1.839320759950387
4,234.94,1,0,0,Phone,No Offer,0.7896620132449882
7,29.99,0,1,1,Web,Buy One Get One,0.9458902497005748
5,29.99,0,1,1,Web,Discount,1.0182593292214628
7,50.62,0,1,0,Phone,No Offer,2.202808173000951
3,103.52,0,1,0,Phone,Discount,1.6539509698259225
2,183.75,1,0,0,Phone,Discount,0.930822701750238
1,615.51,1,1,1,Web,Buy One Get One,0.8969570689729309
8,34.1,1,0,1,Phone,Buy One Get One,1.24938122683481
7,29.99,1,0,1,Phone,No Offer,0.670999936819819
9,716.9,1,1,1,Web,No Offer,0.3310074335927321
1,88.45,1,0,0,Phone,No Offer,0.8727047177975227
11,56.93,1,0,1,Phone,No Offer,1.2659191711298403
11,49.12,0,1,0,Web,Discount,1.4937741938560418
8,323.9,1,0,0,Web,No Offer,1.1549572445302785
6,265.27,1,1,1,Web,No Offer,1.3010625302856624
6,382.3,0,1,0,Web,Discount,2.515735280508539
10,69.97,0,1,1,Phone,Discount,0.9889366513817944
12,29.99,1,0,0,Phone,Discount,1.0490902304804173
5,41.33,1,0,1,Web,No Offer,1.7245347001266826
1,172.37,1,0,1,Phone,No Offer,0.5090970345369383
4,62.46,0,1,0,Phone,No Offer,0.8120508182867099
5,183.73,0,1,0,Web,No Offer,0.2685244314850093
2,124.45,1,0,1,Web,Buy One Get One,1.1537230816220576
1,985.0,1,1,1,Multichannel,No Offer,1.5712148771448404
11,47.15,1,0,1,Web,Discount,2.073354807351928
9,72.09,0,1,1,Phone,Discount,0.9361470990342198
1,122.07,1,0,1,Phone,No Offer,1.3569951391313138
9,29.99,1,0,1,Web,No Offer,2.4070684871731736
1,351.64,0,1,0,Web,Discount,1.092365501278797
1,277.94,1,0,0,Phone,Buy One Get One,0.9445582159483324
4,114.0,1,0,1,Web,Buy One Get One,1.0691186067728782
5,29.99,1,0,1,Phone,Buy One Get One,1.6896772156296067
6,288.5,1,1,0,Web,No Offer,2.447444349739277
2,992.04,1,0,1,Phone,No Offer,0.8912469997107625
2,280.35,0,1,1,Web,No Offer,0.806740889768614
4,90.75,1,0,1,Phone,No Offer,1.0099626519533231
6,647.77,0,1,1,Phone,No Offer,1.8517752149113127
6,55.65,0,1,0,Phone,No Offer,0.5504337525999725
4,446.89,0,1,0,Web,Buy One Get One,0.8306466033980264
9,189.59,1,0,0,Web,Buy One Get One,0.7207655439634278
6,29.99,1,0,0,Web,Discount,0.6790657697217618
10,50.89,0,1,0,Web,No Offer,1.1512143552059104
2,138.84,1,0,0,Phone,Buy One Get One,0.3040399482250191
4,77.87,1,0,0,Web,No Offer,1.1820528542134952
9,29.99,0,1,0,Web,Discount,0.7938961643195197
11,67.54,0,1,1,Phone,No Offer,0.8708478069996434
1,52.66,0,1,0,Web,Buy One Get One,1.2035475198392571
6,273.56,1,1,1,Phone,Discount,0.5118820110573149
9,33.63,0,1,0,Phone,No Offer,0.7248812238764604
3,255.74,0,1,0,Phone,No Offer,1.0140124088211924
10,128.86,1,0,1,Phone,No Offer,1.3385732901478948
3,405.86,1,0,1,Multichannel,Discount,1.3207402390231826
